Activity ID;Activity Name;Description HrRest;Begin Timestamp;Begin Timestamp (Raw Milliseconds);End Timestamp;End Timestamp (Raw Milliseconds);Device;Activity Parent;Activity Type;Event Type;Activity Time Zone;Max. Elevation;Max. Elevation (Raw);Begin Latitude (Decimal Degrees Raw);Begin Longitude (Decimal Degrees Raw);End Latitude (Decimal Degrees Raw);End Longitude (Decimal Degrees Raw);Average Moving Speed;Average Moving Speed (Raw);Max. Heart Rate (bpm);Average Heart Rate (bpm);Max. Speed;Max. Speed (Raw);Calories;Calories (Raw);Duration (h:m:s);Duration (Raw Seconds);Moving Duration (h:m:s);Moving Duration (Raw Seconds);Average Speed;Average Speed (Raw);Distance;Distance (Raw);Min. Heart Rate (bpm);Min. Elevation;Min. Elevation (Raw);Elevation Gain;Elevation Gain (Raw);Elevation Loss;Elevation Loss (Raw);VO2Max;TrainingEffect
"1846264356";"Siechnice Biegi";"";"Pn, lip 10, 2017 14:13";"1499688825000";"Pn, lip 10, 2017 15:15";"1499692535000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.89";"51.01539686322212";"17.169974260032177";"51.015432151034474";"17.170103006064892";"05:53";"5.879582939147571";"164";"153";"04:29";"4.487524697517928";"706";"705.9632173593444";"01:01:49";"3709.416";"01:01:46";"3706.0";"05:53 Minuty na kilometr";"5.885122374873532";"10.51 Kilometry";"10.50528";"88";"122 Metry";"121.89";"4 Metry";"3.56";"5 Metry";"5.22";"4.10";"50.0"
"1846264300";"Srebrna Góra Biegi";"";"So, lip 8, 2017 9:14";"1499498061000";"So, lip 8, 2017 10:24";"1499502297000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"382 Metry";"382.46";"50.50985695794225";"16.729526622220874";"50.50972611643374";"16.72946535050869";"05:50";"5.832079097185533";"159";"138";"03:14";"3.235617665037712";"644";"643.9110075846894";"01:10:37";"4236.817";"01:10:36";"4236.0";"05:50 Minuty na kilometr";"5.833624784805057";"12.11 Kilometry";"12.10546";"83";"382 Metry";"382.46";"220 Metry";"219.98";"221 Metry";"220.76";"2.80";"52.0"
"1838827024";"Siechnice Biegi";"";"Cz, lip 6, 2017 16:57";"1499353055000";"Cz, lip 6, 2017 18:29";"1499358540000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.84";"51.01546408608556";"17.169958921149373";"51.015417482703924";"17.17020987533033";"05:42";"5.692929813849433";"159";"147";"04:01";"4.014129784617446";"924";"924.1006009517855";"01:31:25";"5485.359";"01:31:25";"5485.0";"05:42 Minuty na kilometr";"5.694112198842123";"16.06 Kilometry";"16.05793";"86";"122 Metry";"121.84";"3 Metry";"3.24";"5 Metry";"4.99";"3.50";"52.0"
"1836582432";"Siechnice Biegi";"";"Śr, lip 5, 2017 14:36";"1499258166000";"Śr, lip 5, 2017 14:56";"1499259370000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.5";"51.03560680523515";"17.157502993941307";"51.01533282548189";"17.170209120959044";"05:33";"5.549815549417293";"148";"139";"04:21";"4.345936506097091";"207";"206.92025336394576";"00:20:03";"1203.375";"00:19:46";"1186.0";"05:33 Minuty na kilometr";"5.550005511229743";"3.56 Kilometry";"3.56168";"101";"122 Metry";"121.5";"";"";"";"";"2.40";"53.0"
"1836582376";"Siechnice Biegi";"";"Śr, lip 5, 2017 14:21";"1499257281000";"Śr, lip 5, 2017 14:31";"1499257884000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"119.99";"51.036323541775346";"17.1571165882051";"51.03691983036697";"17.156832022592425";"04:07";"4.1249890273656495";"176";"167";"01:35";"1.5775359515974534";"131";"131.02562756263694";"00:10:03";"602.876";"00:10:03";"603.0";"04:07 Minuty na kilometr";"4.1243917651404445";"2.44 Kilometry";"2.43637";"123";"120 Metry";"119.99";"";"";"1 Metry";"0.81";"2.70";"53.0"
"1836582339";"Siechnice Biegi";"";"Śr, lip 5, 2017 13:50";"1499255402000";"Śr, lip 5, 2017 14:20";"1499257248000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.54";"51.01544204168022";"17.170097222551703";"51.03657592087984";"17.15698918327689";"05:26";"5.43779636128447";"148";"136";"04:51";"4.853426497556568";"300";"299.9985680259283";"00:30:47";"1846.829";"00:30:28";"1828.0";"05:27 Minuty na kilometr";"5.457323905676381";"5.60 Kilometry";"5.60276";"79";"122 Metry";"121.54";"1 Metry";"0.6";"2 Metry";"2.45";"2.40";"53.0"
"1834642170";"Siechnice Biegi";"";"Wt, lip 4, 2017 15:31";"1499175071000";"Wt, lip 4, 2017 15:42";"1499175756000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"119.99";"51.01807949133217";"17.168751256540418";"51.01743618026376";"17.168208360671997";"05:26";"5.424999999999999";"163";"144";"02:31";"2.522958946625372";"115";"115.03525042839892";"00:11:25";"684.88";"00:10:51";"651.0";"05:42 Minuty na kilometr";"5.707762407944847";"2.00 Kilometry";"2.0";"96";"120 Metry";"119.99";"3 Metry";"2.51";"2 Metry";"2.5";"2.10";"52.0"
"1834642122";"Siechnice Biegi";"";"Wt, lip 4, 2017 14:31";"1499171460000";"Wt, lip 4, 2017 15:26";"1499174809000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.94";"51.015337435528636";"17.17015178874135";"51.018101032823324";"17.168220011517406";"05:34";"5.56347738008951";"156";"140";"03:28";"3.4686092116738605";"559";"558.9472126624695";"00:55:49";"3349.447";"00:55:43";"3343.0";"05:34 Minuty na kilometr";"5.574135991139652";"10.01 Kilometry";"10.01472";"74";"122 Metry";"121.94";"7 Metry";"6.77";"9 Metry";"8.77";"3.00";"53.0"
"1832981991";"Siechnice Biegi";"";"Pn, lip 3, 2017 16:47";"1499093244000";"Pn, lip 3, 2017 17:52";"1499097155000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"122.03";"51.01540960371494";"17.16997585259378";"51.015534745529294";"17.169960597530007";"05:26";"5.434788774409306";"156";"142";"02:48";"2.799708797988563";"651";"651.0708779433035";"01:05:10";"3910.323";"01:05:11";"3911.0";"05:26 Minuty na kilometr";"5.434192091115753";"11.99 Kilometry";"11.99372";"76";"122 Metry";"122.03";"3 Metry";"2.66";"5 Metry";"4.57";"3.00";"53.0"
"1828435296";"Siechnice Biegi";"";"So, lip 1, 2017 10:31";"1498897871000";"So, lip 1, 2017 11:27";"1498901272000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.89";"51.015432653948665";"17.170044416561723";"51.01544547826052";"17.170032346621156";"05:40";"5.662534765018296";"";"";"01:34";"1.5614265505174596";"668";"668.01590445869";"00:56:41";"3400.756";"00:56:41";"3401.0";"05:40 Minuty na kilometr";"5.661231873054632";"10.01 Kilometry";"10.01024";"";"122 Metry";"121.89";"7 Metry";"7.28";"9 Metry";"8.95";"";""
"1825098233";"Siechnice Biegi";"";"Cz, cze 29, 2017 8:19";"1498717169000";"Cz, cze 29, 2017 9:51";"1498722699000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.8";"51.015309104695916";"17.170246420428157";"51.015378423035145";"17.17018590308726";"05:45";"5.755610605345151";"155";"140";"04:09";"4.1542039676051825";"800";"799.9961814024755";"01:32:10";"5530.468";"01:32:10";"5530.0";"05:45 Minuty na kilometr";"5.7570524271066414";"16.01 Kilometry";"16.01336";"90";"122 Metry";"121.8";"10 Metry";"9.76";"12 Metry";"11.76";"3.10";"52.0"
"1823976198";"Siechnice Biegi";"";"Śr, cze 28, 2017 17:32";"1498663977000";"Śr, cze 28, 2017 18:02";"1498665764000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"121 Metry";"121.49";"51.03611416183412";"17.157245920971036";"51.01545687764883";"17.17004718258977";"05:11";"5.176703296205894";"170";"149";"03:15";"3.2533020095789382";"333";"332.93397167555287";"00:29:47";"1787.35";"00:29:47";"1787.0";"05:11 Minuty na kilometr";"5.177591221890859";"5.75 Kilometry";"5.75334";"110";"121 Metry";"121.49";"";"";"0 Metry";"0.44";"3.00";"52.0"
"1823976178";"Siechnice Biegi";"";"Śr, cze 28, 2017 17:07";"1498662439000";"Śr, cze 28, 2017 17:27";"1498663647000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.58";"51.01539954543114";"17.16994014568627";"51.03546414524317";"17.157373912632465";"05:34";"5.571687623785051";"144";"136";"03:41";"3.6751195650375754";"197";"196.89643486188612";"00:20:08";"1208.2";"00:19:55";"1195.0";"05:34 Minuty na kilometr";"5.572272489936294";"3.57 Kilometry";"3.57462";"80";"122 Metry";"121.58";"1 Metry";"0.81";"2 Metry";"2.37";"2.20";"53.0"
"1822074937";"Siechnice Biegi";"";"Wt, cze 27, 2017 17:41";"1498578105000";"Wt, cze 27, 2017 17:52";"1498578770000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"119.96";"51.01789232343435";"17.174094719812274";"51.01747406646609";"17.16816460713744";"05:08";"5.133333333333333";"166";"147";"02:42";"2.6981814057234454";"115";"115.03525042839892";"00:11:05";"665.077";"00:10:16";"616.0";"05:33 Minuty na kilometr";"5.542622825345556";"2.00 Kilometry";"2.0";"106";"120 Metry";"119.96";"2 Metry";"2.19";"1 Metry";"0.89";"2.20";"52.0"
"1822074914";"Siechnice Biegi";"";"Wt, cze 27, 2017 16:41";"1498574496000";"Wt, cze 27, 2017 17:39";"1498577943000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"124 Metry";"123.75";"51.01528278551996";"17.17012731358409";"51.01796415634453";"17.174018444493413";"05:10";"5.174441237897166";"163";"149";"02:30";"2.494636444570186";"647";"647.0136180734221";"00:57:27";"3446.775";"00:56:58";"3418.0";"05:10 Minuty na kilometr";"5.17437655810664";"11.01 Kilometry";"11.00924";"81";"124 Metry";"123.75";"10 Metry";"10.24";"12 Metry";"12.4";"3.80";"53.0"
"1822074871";"Srebrna Góra Biegi";"";"So, cze 24, 2017 11:13";"1498295632000";"So, cze 24, 2017 12:14";"1498299274000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"318 Metry";"317.94";"50.50976173952222";"16.72948194667697";"50.50983742810786";"16.729507595300674";"05:38";"5.631392300940158";"155";"138";"02:49";"2.8219888721851456";"590";"589.973317549797";"01:00:42";"3641.905";"01:00:22";"3622.0";"05:38 Minuty na kilometr";"5.632533302994522";"10.72 Kilometry";"10.71967";"73";"318 Metry";"317.94";"127 Metry";"126.67";"128 Metry";"127.86";"2.80";"53.0"
"1811971209";"Siechnice Biegi";"";"Cz, cze 22, 2017 8:40";"1498113642000";"Cz, cze 22, 2017 9:30";"1498116632000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.75";"";"";"";"";"05:03";"5.051969959560947";"167";"149";"02:30";"2.505135573796685";"567";"567.061732402232";"00:49:50";"2990.042";"00:49:49";"2989.0";"05:03 Minuty na kilometr";"5.053567669824736";"9.86 Kilometry";"9.86084";"78";"122 Metry";"121.75";"11 Metry";"11.11";"12 Metry";"12.06";"3.70";"53.0"
"1809990502";"Siechnice Biegi";"";"Śr, cze 21, 2017 8:29";"1498026592000";"Śr, cze 21, 2017 9:10";"1498029029000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.61";"";"";"";"";"05:19";"5.322385397326137";"165";"140";"04:10";"4.163544234818469";"423";"422.9096758488027";"00:40:37";"2436.532";"00:40:37";"2437.0";"05:19 Minuty na kilometr";"5.3214134192411615";"7.63 Kilometry";"7.63129";"76";"122 Metry";"121.61";"2 Metry";"1.79";"3 Metry";"3.14";"3.10";"53.0"
"1808046800";"Siechnice Biegi";"";"Wt, cze 20, 2017 8:30";"1497940233000";"Wt, cze 20, 2017 9:07";"1497942424000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.56";"";"";"";"";"05:59";"5.975133031948627";"149";"132";"03:48";"3.792188108986783";"354";"353.93625806082076";"00:36:31";"2191.433";"00:36:31";"2191.0";"05:59 Minuty na kilometr";"5.97585746199422";"6.11 Kilometry";"6.11144";"81";"122 Metry";"121.56";"1 Metry";"1.02";"3 Metry";"3.03";"2.50";"53.0"
"1806212990";"Siechnice Biegi";"";"Pn, cze 19, 2017 8:42";"1497854533000";"Pn, cze 19, 2017 9:15";"1497856507000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.56";"";"";"";"";"05:27";"5.447897325197135";"163";"145";"01:58";"1.9584801666752207";"367";"367.0626870516131";"00:32:55";"1974.59";"00:32:50";"1970.0";"05:28 Minuty na kilometr";"5.460899874405801";"6.03 Kilometry";"6.02679";"75";"122 Metry";"121.56";"";"";"2 Metry";"2.0";"3.10";"53.0"
"1804280278";"Siechnice Biegi";"";"N, cze 18, 2017 12:02";"1497780172000";"N, cze 18, 2017 12:33";"1497782033000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.57";"";"";"";"";"05:08";"5.137455339594315";"";"";"04:45";"4.751045369443917";"402";"401.9073894635348";"00:31:00";"1860.443";"00:31:01";"1861.0";"05:08 Minuty na kilometr";"5.136107012156383";"6.04 Kilometry";"6.03736";"";"122 Metry";"121.57";"7 Metry";"6.93";"9 Metry";"9.29";"";""
"1803514150";"Biegi";"";"So, cze 17, 2017 20:00";"1497729638000";"So, cze 17, 2017 21:33";"1497735182000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT) Czas średni Greenwich";"";"";"";"";"";"";"04:41";"4.689522166112619";"";"";"02:42";"2.70650644483853";"1,320";"1320.041431783142";"01:32:24";"5543.709";"01:32:24";"5544.0";"04:41 Minuty na kilometr";"4.6895518097316815";"19.70 Kilometry";"19.7035";"";"";"";"";"";"";"";"";""
"1803514129";"Biegi";"";"Pt, cze 16, 2017 8:06";"1497600391000";"Pt, cze 16, 2017 8:47";"1497602856000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT) Czas średni Greenwich";"";"";"";"";"";"";"05:16";"5.263828666332265";"155";"139";"05:05";"5.075111776256693";"426";"426.01228633753544";"00:41:05";"2464.769";"00:41:02";"2462.0";"05:16 Minuty na kilometr";"5.269258964226711";"7.80 Kilometry";"7.79534";"75";"";"";"";"";"";"";"2.80";""
"1803514114";"Srebrna Góra Biegi";"";"Cz, cze 15, 2017 16:42";"1497537728000";"Cz, cze 15, 2017 17:14";"1497539671000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"324 Metry";"323.66";"";"";"";"";"05:20";"5.337654037909503";"167";"145";"03:33";"3.5582123425219163";"362";"362.0507778005833";"00:32:23";"1942.585";"00:32:23";"1943.0";"05:20 Minuty na kilometr";"5.336749012308571";"6.07 Kilometry";"6.06696";"80";"324 Metry";"323.66";"131 Metry";"131.13";"134 Metry";"134.41";"3.10";"54.0"
"1803514092";"Siechnice Biegi";"";"Śr, cze 14, 2017 8:47";"1497422859000";"Śr, cze 14, 2017 9:30";"1497425439000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.62";"";"";"";"";"05:19";"5.319190676907963";"151";"134";"02:00";"1.9979221591253569";"446";"446.0599233416547";"00:43:00";"2580.01";"00:42:55";"2575.0";"05:20 Minuty na kilometr";"5.329922023834893";"8.07 Kilometry";"8.06827";"65";"122 Metry";"121.62";"2 Metry";"2.26";"4 Metry";"4.32";"2.90";"54.0"
"1803514072";"Siechnice Biegi";"";"Wt, cze 13, 2017 9:02";"1497337326000";"Wt, cze 13, 2017 9:42";"1497339732000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.52";"";"";"";"";"05:35";"5.581253468141709";"138";"129";"00:30";"0.49727495057108534";"379";"378.9958043159699";"00:40:06";"2406.093";"00:40:05";"2405.0";"05:35 Minuty na kilometr";"5.583473116380672";"7.18 Kilometry";"7.18178";"72";"122 Metry";"121.52";"7 Metry";"7.0";"8 Metry";"8.08";"2.30";"54.0"
"1803514049";"Siechnice Biegi";"";"Pn, cze 12, 2017 8:32";"1497249126000";"Pn, cze 12, 2017 9:23";"1497252204000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.83";"";"";"";"";"05:25";"5.414745029209576";"148";"137";"01:47";"1.777398626886605";"498";"498.0883146142501";"00:51:18";"3077.803";"00:51:13";"3073.0";"05:25 Minuty na kilometr";"5.423581814168089";"9.46 Kilometry";"9.45874";"79";"122 Metry";"121.83";"5 Metry";"5.28";"7 Metry";"7.48";"2.60";"53.0"
"1803514030";"Siechnice Biegi";"";"N, cze 11, 2017 9:47";"1497167259000";"N, cze 11, 2017 11:19";"1497172771000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"135 Metry";"134.99";"";"";"";"";"05:31";"5.514737707670298";"156";"132";"02:19";"2.319647432066521";"885";"884.9599763246954";"01:31:52";"5511.99";"01:30:25";"5425.0";"05:31 Minuty na kilometr";"5.513287018243766";"16.40 Kilometry";"16.39546";"64";"135 Metry";"134.99";"41 Metry";"41.12";"43 Metry";"43.17";"2.90";"53.0"
"1787264477";"Siechnice Biegi";"";"Pt, cze 9, 2017 18:54";"1497027269000";"Pt, cze 9, 2017 19:58";"1497031139000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.81";"";"";"";"";"05:21";"5.351680036818728";"157";"140";"03:47";"3.7767202046837585";"693";"693.0754507138391";"01:04:31";"3870.586";"01:04:30";"3870.0";"05:21 Minuty na kilometr";"5.352172841266187";"12.05 Kilometry";"12.05229";"77";"122 Metry";"121.81";"2 Metry";"2.47";"4 Metry";"4.04";"3.30";"53.0"
"1785423030";"Siechnice Biegi";"";"Cz, cze 8, 2017 17:49";"1496936986000";"Cz, cze 8, 2017 18:56";"1496940972000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.99";"";"";"";"";"05:31";"5.518947042087638";"157";"139";"03:23";"3.382721029392731";"654";"653.934826086749";"01:06:26";"3985.868";"01:06:26";"3986.0";"05:31 Minuty na kilometr";"5.51876383176448";"12.04 Kilometry";"12.03732";"88";"122 Metry";"121.99";"3 Metry";"3.21";"5 Metry";"4.84";"2.80";"54.0"
"1783922395";"Siechnice Biegi";"";"Śr, cze 7, 2017 9:17";"1496819860000";"Śr, cze 7, 2017 9:38";"1496821139000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.5";"";"";"";"";"06:00";"6.004288928439288";"140";"131";"01:09";"1.142883251553075";"215";"215.03477310370835";"00:21:18";"1278.229";"00:21:19";"1279.0";"06:00 Minuty na kilometr";"6.00168057770846";"3.55 Kilometry";"3.55024";"103";"122 Metry";"121.5";"";"";"";"";"2.20";"54.0"
"1783922324";"Siechnice Biegi";"";"Śr, cze 7, 2017 9:04";"1496819095000";"Śr, cze 7, 2017 9:16";"1496819815000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"120.0";"";"";"";"";"04:35";"4.579614755122122";"170";"157";"03:06";"3.0955919780588763";"148";"147.9706540780235";"00:12:00";"720.0";"00:11:42";"702.0";"04:42 Minuty na kilometr";"4.69748202077794";"2.55 Kilometry";"2.5548";"100";"120 Metry";"120.0";"";"";"0 Metry";"0.22";"2.60";"54.0"
"1783922273";"Siechnice Biegi";"";"Śr, cze 7, 2017 8:40";"1496817602000";"Śr, cze 7, 2017 9:02";"1496818941000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"119.98";"";"";"";"";"04:24";"4.401684542608926";"170";"157";"03:20";"3.338675144790409";"273";"273.0297230084821";"00:22:19";"1338.928";"00:22:13";"1333.0";"04:25 Minuty na kilometr";"4.420866512198408";"5.05 Kilometry";"5.04731";"93";"120 Metry";"119.98";"";"";"1 Metry";"0.54";"3.20";"54.0"
"1783922218";"Siechnice Biegi";"";"Śr, cze 7, 2017 8:15";"1496816109000";"Śr, cze 7, 2017 8:35";"1496817300000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.67";"";"";"";"";"05:29";"5.481830742551812";"143";"129";"02:02";"2.0251114937653876";"192";"191.8845256108563";"00:19:51";"1191.006";"00:19:42";"1182.0";"05:29 Minuty na kilometr";"5.482456209146635";"3.59 Kilometry";"3.59369";"75";"122 Metry";"121.67";"";"";"2 Metry";"2.04";"2.10";"54.0"
"1781113488";"Siechnice Biegi";"";"Wt, cze 6, 2017 8:20";"1496730037000";"Wt, cze 6, 2017 9:26";"1496733983000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.82";"";"";"";"";"05:27";"5.456447365421809";"157";"138";"04:48";"4.80169025563587";"640";"640.0924100600953";"01:05:47";"3946.543";"01:05:46";"3946.0";"05:27 Minuty na kilometr";"5.457323905676381";"12.05 Kilometry";"12.05302";"80";"122 Metry";"121.82";"9 Metry";"9.27";"11 Metry";"11.33";"3.00";"53.0"
"1779142436";"Siechnice Biegi";"";"Pn, cze 5, 2017 8:33";"1496644406000";"Pn, cze 5, 2017 9:35";"1496648138000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.97";"";"";"";"";"05:09";"5.152625885744462";"161";"146";"02:31";"2.519526416226833";"693";"693.0754507138391";"01:02:12";"3731.524";"01:02:11";"3731.0";"05:09 Minuty na kilometr";"5.153576633819112";"12.07 Kilometry";"12.06828";"80";"122 Metry";"121.97";"5 Metry";"5.29";"7 Metry";"6.9";"3.60";"53.0"
"1779142394";"Siechnice Biegi";"";"N, cze 4, 2017 12:09";"1496570975000";"N, cze 4, 2017 13:02";"1496574164000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.84";"";"";"";"";"05:14";"5.237881749040778";"166";"151";"03:28";"3.461405289429588";"614";"614.0782144237976";"00:53:09";"3189.067";"00:53:08";"3188.0";"05:14 Minuty na kilometr";"5.239442532740331";"10.14 Kilometry";"10.14405";"76";"122 Metry";"121.84";"1 Metry";"1.42";"3 Metry";"3.42";"3.60";"53.0"
"1779142349";"Siechnice Biegi";"";"So, cze 3, 2017 15:00";"1496494842000";"So, cze 3, 2017 15:44";"1496497486000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"123 Metry";"123.0";"";"";"";"";"04:24";"4.400075147841677";"";"";"03:05";"3.0904257885459634";"669";"668.9705538398385";"00:44:05";"2644.665";"00:44:04";"2644.0";"04:24 Minuty na kilometr";"4.401021105595298";"10.01 Kilometry";"10.01498";"";"123 Metry";"123.0";"3 Metry";"3.41";"6 Metry";"5.83";"";""
"1771296936";"Siechnice Biegi";"";"Cz, cze 1, 2017 7:59";"1496296772000";"Cz, cze 1, 2017 8:42";"1496299379000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.9";"";"";"";"";"05:25";"5.423216793922625";"162";"142";"02:28";"2.463661048869313";"460";"459.90233936830856";"00:43:27";"2607.324";"00:43:27";"2607.0";"05:25 Minuty na kilometr";"5.423581814168089";"8.01 Kilometry";"8.01185";"86";"122 Metry";"121.9";"4 Metry";"3.75";"4 Metry";"3.74";"3.10";"53.0"
"1771296911";"Siechnice Biegi";"";"Śr, maj 31, 2017 8:01";"1496210495000";"Śr, maj 31, 2017 9:36";"1496216180000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.58";"";"";"";"";"05:26";"5.430503089182005";"177";"144";"02:25";"2.413709798732831";"831";"831.022286289803";"01:34:45";"5685.374";"01:31:38";"5498.0";"05:37 Minuty na kilometr";"5.615453851357151";"16.87 Kilometry";"16.87382";"86";"122 Metry";"121.58";"2 Metry";"2.17";"4 Metry";"4.09";"3.60";"53.0"
"1767476145";"Czernica Biegi";"";"Wt, maj 30, 2017 9:03";"1496127833000";"Wt, maj 30, 2017 9:23";"1496129035000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"131 Metry";"130.99";"";"";"";"";"04:51";"4.851097261771166";"167";"156";"04:05";"4.0779709083046125";"243";"242.9582675023031";"00:20:02";"1201.73";"00:20:02";"1202.0";"04:51 Minuty na kilometr";"4.8506013211044126";"4.13 Kilometry";"4.12965";"100";"131 Metry";"130.99";"8 Metry";"8.17";"8 Metry";"7.64";"3.10";"53.0"
