Activity ID;Activity Name;Description HrRest;Begin Timestamp;Begin Timestamp (Raw Milliseconds);End Timestamp;End Timestamp (Raw Milliseconds);Device;Activity Parent;Activity Type;Event Type;Activity Time Zone;Max. Elevation;Max. Elevation (Raw);Begin Latitude (Decimal Degrees Raw);Begin Longitude (Decimal Degrees Raw);End Latitude (Decimal Degrees Raw);End Longitude (Decimal Degrees Raw);Average Moving Speed;Average Moving Speed (Raw);Max. Heart Rate (bpm);Average Heart Rate (bpm);Max. Speed;Max. Speed (Raw);Calories;Calories (Raw);Duration (h:m:s);Duration (Raw Seconds);Moving Duration (h:m:s);Moving Duration (Raw Seconds);Average Speed;Average Speed (Raw);Distance;Distance (Raw);Min. Heart Rate (bpm);Min. Elevation;Min. Elevation (Raw);Elevation Gain;Elevation Gain (Raw);Elevation Loss;Elevation Loss (Raw);VO2Max;TrainingEffect
"1699025633";"Siechnice Biegi";"";"Śr, kwi 26, 2017 9:21";"1493191301000";"Śr, kwi 26, 2017 9:38";"1493192334000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.51";"";"";"";"";"05:23";"5.385021376960582";"151";"142";"00:26";"0.4352519258947998";"194";"194.0324867184405";"00:17:13";"1033.313";"00:17:13";"1033.0";"05:23 Minuty na kilometr";"5.386769916651876";"3.20 Kilometry";"3.19714";"112";"122 Metry";"121.51";"";"";"1 Metry";"1.12";"2.40";"55.0"
"1699025617";"Siechnice Biegi";"";"Śr, kwi 26, 2017 8:40";"1493188830000";"Śr, kwi 26, 2017 9:20";"1493191259000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"120.0";"";"";"";"";"05:03";"5.048392189705022";"175";"146";"02:51";"2.8441410045960533";"405";"405.00999995226755";"00:40:30";"2429.541";"00:40:11";"2411.0";"05:05 Minuty na kilometr";"5.087505051960597";"7.96 Kilometry";"7.95963";"94";"120 Metry";"120.0";"0 Metry";"0.47";"1 Metry";"0.68";"3.10";"55.0"
"1699025594";"Siechnice Biegi";"";"Śr, kwi 26, 2017 8:16";"1493187365000";"Śr, kwi 26, 2017 8:35";"1493188517000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.61";"";"";"";"";"05:19";"5.3092287970237";"145";"134";"02:26";"2.4302518443776275";"200";"199.99904535061887";"00:19:12";"1151.916";"00:19:05";"1145.0";"05:21 Minuty na kilometr";"5.341880537819352";"3.59 Kilometry";"3.59437";"84";"122 Metry";"121.61";"";"";"2 Metry";"2.0";"2.20";"54.0"
"1699025579";"Siechnice Biegi";"";"Wt, kwi 25, 2017 8:27";"1493101626000";"Wt, kwi 25, 2017 9:43";"1493106199000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.78";"";"";"";"";"05:26";"5.440414351260302";"161";"143";"02:49";"2.8172188942401863";"807";"806.9173894158024";"01:16:13";"4573.074";"01:16:13";"4573.0";"05:26 Minuty na kilometr";"5.441288561494259";"14.01 Kilometry";"14.00935";"81";"122 Metry";"121.78";"4 Metry";"3.9";"6 Metry";"6.1";"3.20";"54.0"
"1699025540";"Siechnice Biegi";"";"Pn, kwi 24, 2017 9:18";"1493018331000";"Pn, kwi 24, 2017 9:26";"1493018811000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"120.0";"";"";"";"";"05:25";"5.423940903160671";"163";"139";"02:37";"2.623019582392516";"78";"78.04258690889304";"00:08:00";"480.0";"00:07:27";"447.0";"05:49 Minuty na kilometr";"5.823433519675252";"1.37 Kilometry";"1.37354";"104";"120 Metry";"120.0";"2 Metry";"1.91";"";"";"1.80";""
"1697289888";"Siechnice Biegi";"";"Pn, kwi 24, 2017 8:12";"1493014345000";"Pn, kwi 24, 2017 9:15";"1493018119000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.87";"";"";"";"";"05:14";"5.234228607120548";"155";"144";"02:49";"2.812939431247434";"684";"684.006281592928";"01:02:54";"3773.57";"01:02:51";"3771.0";"05:14 Minuty na kilometr";"5.237796064195191";"12.01 Kilometry";"12.0075";"82";"122 Metry";"121.87";"11 Metry";"10.74";"11 Metry";"11.4";"3.20";"54.0"
"1697289865";"Biegi";"";"N, kwi 23, 2017 10:21";"1492942915000";"N, kwi 23, 2017 11:31";"1492947086000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT) Czas średni Greenwich";"";"";"";"";"";"";"05:21";"5.344537593883445";"";"";"04:48";"4.80169025563587";"858";"857.9911313072492";"01:09:31";"4171.212";"01:09:31";"4171.0";"05:21 Minuty na kilometr";"5.3453067682940505";"13.01 Kilometry";"13.00705";"";"";"";"";"";"";"";"";""
"1697289842";"Siechnice Biegi";"";"Cz, kwi 20, 2017 9:20";"1492672849000";"Cz, kwi 20, 2017 9:38";"1492673935000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"121 Metry";"121.47";"";"";"";"";"05:14";"5.236889692585895";"150";"142";"02:26";"2.4306062378071394";"206";"205.96560398279723";"00:18:06";"1085.959";"00:18:06";"1086.0";"05:14 Minuty na kilometr";"5.236150237906731";"3.46 Kilometry";"3.45625";"101";"121 Metry";"121.47";"";"";"";"";"2.50";"55.0"
"1697289822";"Siechnice Biegi";"";"Cz, kwi 20, 2017 8:44";"1492670695000";"Cz, kwi 20, 2017 9:19";"1492672787000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"120.0";"";"";"";"";"04:26";"4.438955226258362";"174";"158";"03:14";"3.235617665037712";"420";"420.045727705357";"00:34:52";"2092.087";"00:34:28";"2068.0";"04:29 Minuty na kilometr";"4.491152471263311";"7.76 Kilometry";"7.76459";"97";"120 Metry";"120.0";"1 Metry";"0.87";"1 Metry";"0.54";"3.70";"55.0"
"1697289802";"Siechnice Biegi";"";"Cz, kwi 20, 2017 8:21";"1492669317000";"Cz, kwi 20, 2017 8:41";"1492670464000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.62";"";"";"";"";"05:20";"5.33552909311296";"169";"135";"02:45";"2.748007668495367";"209";"209.06821447152998";"00:19:07";"1146.929";"00:19:07";"1147.0";"05:20 Minuty na kilometr";"5.335040422531033";"3.58 Kilometry";"3.5829";"82";"122 Metry";"121.62";"";"";"2 Metry";"2.03";"2.40";"55.0"
"1685998979";"Siechnice Biegi";"";"Śr, kwi 19, 2017 9:21";"1492586513000";"Śr, kwi 19, 2017 9:39";"1492587582000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.5";"";"";"";"";"05:15";"5.2510844318564285";"55";"44";"00:49";"0.8156739688815826";"173";"173.03020033317264";"00:17:49";"1068.534";"00:17:49";"1069.0";"05:15 Minuty na kilometr";"5.249343910858233";"3.39 Kilometry";"3.39295";"36";"122 Metry";"121.5";"";"";"";"";"2.40";""
"1685998960";"Siechnice Biegi";"";"Śr, kwi 19, 2017 8:46";"1492584383000";"Śr, kwi 19, 2017 9:21";"1492586483000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"120.0";"";"";"";"";"05:02";"5.032471290250606";"61";"56";"03:04";"3.069367807285188";"342";"342.003140796464";"00:35:00";"2100.0";"00:34:47";"2087.0";"05:04 Minuty na kilometr";"5.064316993896358";"6.91 Kilometry";"6.91178";"51";"120 Metry";"120.0";"";"";"0 Metry";"0.48";"3.10";""
"1685998942";"Siechnice Biegi";"";"Śr, kwi 19, 2017 8:23";"1492582990000";"Śr, kwi 19, 2017 8:42";"1492584145000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"134 Metry";"134.07";"";"";"";"";"05:03";"5.056091139663691";"72";"47";"01:26";"1.4346791084623896";"193";"193.07783733729195";"00:19:15";"1154.705";"00:19:12";"1152.0";"05:04 Minuty na kilometr";"5.067396318848105";"3.80 Kilometry";"3.7974";"40";"134 Metry";"134.07";"12 Metry";"11.69";"14 Metry";"13.78";"2.40";""
"1685998926";"Siechnice Biegi";"";"Wt, kwi 18, 2017 9:27";"1492500466000";"Wt, kwi 18, 2017 9:33";"1492500814000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"120.34";"";"";"";"";"05:48";"5.8";"153";"139";"03:55";"3.9169603333504415";"52";"52.028391272595364";"00:05:48";"347.781";"00:05:48";"348.0";"05:48 Minuty na kilometr";"5.797101449275361";"1.00 Kilometry";"1.0";"93";"120 Metry";"120.34";"";"";"";"";"1.60";"55.0"
"1685998915";"Siechnice Biegi";"";"Wt, kwi 18, 2017 8:11";"1492495904000";"Wt, kwi 18, 2017 9:24";"1492500274000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.65";"";"";"";"";"05:12";"5.1989125930031985";"155";"137";"04:23";"4.377900448916245";"742";"742.0012314977017";"01:12:50";"4370.159";"01:12:50";"4370.0";"05:12 Minuty na kilometr";"5.198585839250603";"14.01 Kilometry";"14.00934";"76";"122 Metry";"121.65";"12 Metry";"12.38";"11 Metry";"11.29";"3.10";"55.0"
"1685998900";"Drezdenko Biegi";"";"Pn, kwi 17, 2017 11:30";"1492421441000";"Pn, kwi 17, 2017 11:38";"1492421921000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"28 Metry";"28.4";"";"";"";"";"05:42";"5.706390509995609";"161";"139";"02:36";"2.5960539670721907";"81";"80.90653505233865";"00:08:00";"480.0";"00:07:50";"470.0";"05:50 Minuty na kilometr";"5.827506041257474";"1.37 Kilometry";"1.37273";"103";"28 Metry";"28.4";"";"";"1 Metry";"0.58";"1.80";""
"1685998882";"Drezdenko Biegi";"";"Pn, kwi 17, 2017 10:27";"1492417678000";"Pn, kwi 17, 2017 11:27";"1492421231000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"34 Metry";"34.01";"";"";"";"";"04:56";"4.929529928450742";"161";"148";"03:00";"3.001921204836026";"675";"674.9371124720169";"00:59:13";"3553.07";"00:59:13";"3553.0";"04:56 Minuty na kilometr";"4.9295079739178576";"12.01 Kilometry";"12.01264";"92";"34 Metry";"34.01";"14 Metry";"14.09";"13 Metry";"12.59";"3.50";"55.0"
"1685998851";"Drezdenko Biegi";"";"N, kwi 16, 2017 11:13";"1492333983000";"N, kwi 16, 2017 12:14";"1492337697000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"40 Metry";"39.87";"";"";"";"";"04:25";"4.416797342518642";"171";"164";"03:20";"3.326015994106796";"822";"821.9531171688918";"01:01:54";"3713.657";"01:01:54";"3714.0";"04:25 Minuty na kilometr";"4.416180969349482";"14.01 Kilometry";"14.01468";"101";"40 Metry";"39.87";"74 Metry";"73.53";"72 Metry";"71.89";"5.00";"55.0"
"1685998815";"Siechnice Biegi";"";"So, kwi 15, 2017 11:10";"1492247446000";"So, kwi 15, 2017 11:18";"1492247926000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"119 Metry";"119.1";"";"";"";"";"05:56";"5.938919680511363";"157";"132";"02:43";"2.714440884215574";"72";"72.07602827671468";"00:08:00";"480.0";"00:07:59";"479.0";"05:57 Minuty na kilometr";"5.950255609787764";"1.34 Kilometry";"1.34424";"94";"119 Metry";"119.1";"";"";"";"";"1.60";""
"1685998788";"Siechnice Biegi";"";"So, kwi 15, 2017 10:02";"1492243344000";"So, kwi 15, 2017 11:05";"1492247157000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.7";"";"";"";"";"05:17";"5.286641286761257";"155";"139";"03:17";"3.2776138724947135";"655";"654.8894754678976";"01:03:32";"3812.411";"01:03:31";"3811.0";"05:17 Minuty na kilometr";"5.289326101429259";"12.01 Kilometry";"12.01456";"89";"122 Metry";"121.7";"3 Metry";"2.95";"5 Metry";"4.84";"3.00";"55.0"
"1677422715";"Siechnice Biegi";"";"Cz, kwi 13, 2017 9:33";"1492068798000";"Cz, kwi 13, 2017 9:53";"1492070008000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"121 Metry";"121.49";"";"";"";"";"05:40";"5.670400726959432";"146";"136";"00:46";"0.7720696136161855";"217";"216.94407186600543";"00:20:10";"1209.749";"00:20:10";"1210.0";"05:40 Minuty na kilometr";"5.668934130029814";"3.56 Kilometry";"3.55648";"107";"121 Metry";"121.49";"";"";"";"";"2.40";"54.0"
"1677422674";"Siechnice Biegi";"";"Cz, kwi 13, 2017 9:19";"1492067952000";"Cz, kwi 13, 2017 9:31";"1492068703000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"119.98";"";"";"";"";"04:55";"4.92361111111111";"170";"147";"02:44";"2.739425766537532";"142";"142.00409544584514";"00:12:31";"751.038";"00:11:49";"709.0";"05:13 Minuty na kilometr";"5.214851736372518";"2.40 Kilometry";"2.4";"100";"120 Metry";"119.98";"";"";"0 Metry";"0.28";"2.30";"55.0"
"1677422633";"Siechnice Biegi";"";"Cz, kwi 13, 2017 8:55";"1492066510000";"Cz, kwi 13, 2017 9:15";"1492067719000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"119.99";"";"";"";"";"04:01";"4.02104101067787";"179";"167";"02:58";"2.9671829020929756";"275";"274.93902177077916";"00:20:09";"1208.774";"00:20:09";"1209.0";"04:01 Minuty na kilometr";"4.019938985697798";"5.01 Kilometry";"5.01114";"90";"120 Metry";"119.99";"";"";"";"";"3.50";"55.0"
"1677422602";"Siechnice Biegi";"";"Cz, kwi 13, 2017 8:31";"1492065108000";"Cz, kwi 13, 2017 8:51";"1492066295000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.58";"";"";"";"";"05:30";"5.502071002185044";"140";"130";"04:09";"4.1542039676051825";"199";"199.04439596947034";"00:19:46";"1186.373";"00:19:42";"1182.0";"05:30 Minuty na kilometr";"5.498735474276135";"3.58 Kilometry";"3.58047";"78";"122 Metry";"121.58";"0 Metry";"0.31";"2 Metry";"2.31";"2.20";"55.0"
"1673475704";"Siechnice Biegi";"";"Śr, kwi 12, 2017 9:37";"1491982660000";"Śr, kwi 12, 2017 9:54";"1491983688000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"121 Metry";"121.48";"";"";"";"";"05:15";"5.254174597561409";"151";"142";"04:27";"4.453946073737134";"191";"190.92987622970776";"00:17:08";"1028.071";"00:16:54";"1014.0";"05:15 Minuty na kilometr";"5.252652428526962";"3.22 Kilometry";"3.21649";"106";"121 Metry";"121.48";"1 Metry";"1.28";"2 Metry";"2.09";"2.40";"54.0"
"1673475636";"Siechnice Biegi";"";"Śr, kwi 12, 2017 8:55";"1491980112000";"Śr, kwi 12, 2017 9:35";"1491982542000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"119.99";"";"";"";"";"04:45";"4.755157713133483";"176";"146";"03:06";"3.106554963224729";"409";"409.06725982214886";"00:40:30";"2429.574";"00:39:28";"2368.0";"04:53 Minuty na kilometr";"4.879000938645228";"8.30 Kilometry";"8.29976";"84";"120 Metry";"119.99";"";"";"0 Metry";"0.41";"3.20";"55.0"
"1673475443";"Siechnice Biegi";"";"Śr, kwi 12, 2017 8:31";"1491978698000";"Śr, kwi 12, 2017 8:51";"1491979881000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.61";"";"";"";"";"05:29";"5.489009457703589";"173";"141";"04:09";"4.1542039676051825";"199";"199.04439596947034";"00:19:42";"1182.116";"00:19:42";"1182.0";"05:29 Minuty na kilometr";"5.489679378580875";"3.59 Kilometry";"3.58899";"79";"122 Metry";"121.61";"2 Metry";"2.45";"5 Metry";"5.25";"2.20";"54.0"
"1670646323";"Siechnice Biegi";"";"Wt, kwi 11, 2017 9:20";"1491895258000";"Wt, kwi 11, 2017 9:37";"1491896264000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"121 Metry";"120.94";"";"";"";"";"08:23";"8.383333333333333";"140";"122";"05:21";"5.348737805946604";"140";"140.09479668354805";"00:16:45";"1005.382";"00:16:46";"1006.0";"08:23 Minuty na kilometr";"8.379420300816964";"2.00 Kilometry";"2.0";"95";"121 Metry";"120.94";"";"";"1 Metry";"0.59";"1.80";"54.0"
"1670646293";"Siechnice Biegi";"";"Wt, kwi 11, 2017 8:05";"1491890721000";"Wt, kwi 11, 2017 9:18";"1491895121000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"123 Metry";"122.6";"";"";"";"";"05:14";"5.228228370949366";"167";"141";"03:50";"3.8331799624137974";"762";"762.0488685018211";"01:13:19";"4399.39";"01:13:16";"4396.0";"05:14 Minuty na kilometr";"5.23286246973107";"14.01 Kilometry";"14.01367";"80";"123 Metry";"122.6";"2 Metry";"2.2";"4 Metry";"4.2";"3.10";"54.0"
"1670646249";"Siechnice Biegi";"";"Pn, kwi 10, 2017 8:49";"1491806966000";"Pn, kwi 10, 2017 9:29";"1491809397000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.82";"";"";"";"";"05:23";"5.389588969536077";"156";"143";"00:19";"0.32063614492963155";"439";"438.90005298304067";"00:40:31";"2430.558";"00:40:31";"2431.0";"05:23 Minuty na kilometr";"5.388511806049423";"7.52 Kilometry";"7.51758";"105";"122 Metry";"121.82";"2 Metry";"1.71";"1 Metry";"1.48";"3.00";"54.0"
"1670646220";"Siechnice Biegi";"";"Pn, kwi 10, 2017 8:40";"1491806454000";"Pn, kwi 10, 2017 8:48";"1491806934000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"117 Metry";"117.47";"";"";"";"";"05:32";"5.530017533605092";"164";"141";"03:03";"3.0430282904795147";"82";"82.09984677877434";"00:08:00";"480.0";"00:08:00";"480.0";"05:32 Minuty na kilometr";"5.529750167277979";"1.45 Kilometry";"1.44665";"99";"117 Metry";"117.47";"1 Metry";"1.14";"";"";"1.90";"54.0"
"1670646196";"Siechnice Biegi";"";"Pn, kwi 10, 2017 8:14";"1491804845000";"Pn, kwi 10, 2017 8:38";"1491806293000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.77";"";"";"";"";"05:21";"5.357569931685158";"154";"138";"01:53";"1.8802646733037978";"256";"256.0846964930955";"00:24:07";"1447.376";"00:24:08";"1448.0";"05:21 Minuty na kilometr";"5.3556127017856";"4.50 Kilometry";"4.50453";"81";"122 Metry";"121.77";"1 Metry";"1.14";"";"";"2.50";"54.0"
"1670646170";"Biegi";"";"N, kwi 9, 2017 7:54";"1491724455000";"N, kwi 9, 2017 8:33";"1491726789000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT) Czas średni Greenwich";"";"";"";"";"";"";"05:27";"5.455805305186758";"152";"136";"04:40";"4.663309238424501";"389";"389.0196228180295";"00:38:54";"2334.166";"00:37:13";"2233.0";"05:39 Minuty na kilometr";"5.653550517457825";"6.82 Kilometry";"6.82148";"115";"";"";"";"";"";"";"2.50";""
"1670646148";"Biegi";"";"N, kwi 9, 2017 6:54";"1491720860000";"N, kwi 9, 2017 7:52";"1491724377000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT) Czas średni Greenwich";"";"";"";"";"";"";"05:11";"5.188426748146136";"156";"138";"04:23";"4.377900448916245";"546";"546.0594460169642";"00:58:37";"3517.009";"00:58:37";"3517.0";"05:11 Minuty na kilometr";"5.188875224439082";"11.30 Kilometry";"11.29758";"72";"";"";"";"";"";"";"2.90";""
"1670646107";"Biegi";"";"So, kwi 8, 2017 9:58";"1491645494000";"So, kwi 8, 2017 11:00";"1491649255000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT) Czas średni Greenwich";"";"";"";"";"";"";"05:12";"5.1936944136112615";"163";"147";"04:31";"4.521613178264238";"708";"708.1111784669287";"01:02:41";"3760.926";"01:02:33";"3753.0";"05:12 Minuty na kilometr";"5.205080316361558";"12.04 Kilometry";"12.04345";"67";"";"";"";"";"";"";"3.70";""
"1670646043";"Siechnice Biegi";"";"Cz, kwi 6, 2017 8:54";"1491461653000";"Cz, kwi 6, 2017 9:12";"1491462738000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"121 Metry";"121.48";"";"";"";"";"05:20";"5.32685273829688";"153";"140";"01:42";"1.6986003057615326";"198";"198.0897465883218";"00:18:05";"1084.99";"00:18:05";"1085.0";"05:20 Minuty na kilometr";"5.3265154812955435";"3.39 Kilometry";"3.39475";"103";"121 Metry";"121.48";"";"";"";"";"2.40";"54.0"
"1670646004";"Siechnice Biegi";"";"Cz, kwi 6, 2017 8:24";"1491459846000";"Cz, kwi 6, 2017 8:52";"1491461544000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"119.99";"";"";"";"";"04:20";"4.331197481939347";"176";"163";"02:59";"2.9868578664060634";"364";"363.9600765628804";"00:28:17";"1697.457";"00:27:47";"1667.0";"04:25 Minuty na kilometr";"4.410337780679936";"6.41 Kilometry";"6.4147";"100";"120 Metry";"119.99";"";"";"";"";"3.70";"54.0"
"1670645977";"Biegi";"";"Cz, kwi 6, 2017 6:01";"1491458465000";"Cz, kwi 6, 2017 6:20";"1491459623000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT) Czas średni Greenwich";"";"";"";"";"";"";"05:29";"5.4781543104855865";"142";"134";"05:06";"5.103082211022534";"195";"194.98713609958904";"00:19:18";"1158.096";"00:19:12";"1152.0";"05:30 Minuty na kilometr";"5.5078210643101935";"3.50 Kilometry";"3.50483";"81";"";"";"";"";"";"";"2.20";""
"1670645962";"Siechnice Biegi";"";"Śr, kwi 5, 2017 9:12";"1491376331000";"Śr, kwi 5, 2017 9:28";"1491377326000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"122 Metry";"121.5";"";"";"";"";"05:05";"5.085929384609932";"155";"144";"00:24";"0.4003811734340346";"187";"187.1112787051136";"00:16:34";"994.369";"00:16:35";"995.0";"05:05 Minuty na kilometr";"5.082850394537056";"3.26 Kilometry";"3.26063";"101";"122 Metry";"121.5";"2 Metry";"1.52";"2 Metry";"2.18";"2.50";"54.0"
"1663764924";"Siechnice Biegi";"";"Śr, kwi 5, 2017 8:40";"1491374426000";"Śr, kwi 5, 2017 9:10";"1491376226000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"120.0";"";"";"";"";"04:31";"4.522726798663164";"176";"156";"02:43";"2.714440884215574";"352";"352.02695929852365";"00:30:00";"1800.0";"00:29:45";"1785.0";"04:34 Minuty na kilometr";"4.561211403002407";"6.58 Kilometry";"6.57789";"110";"120 Metry";"120.0";"1 Metry";"0.91";"1 Metry";"0.58";"3.30";"54.0"
"1663764874";"Biegi";"";"Śr, kwi 5, 2017 6:16";"1491373012000";"Śr, kwi 5, 2017 6:36";"1491374161000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT) Czas średni Greenwich";"";"";"";"";"";"";"05:24";"5.394077642741376";"145";"133";"05:14";"5.237796064195191";"198";"198.0897465883218";"00:19:09";"1148.71";"00:19:08";"1148.0";"05:24 Minuty na kilometr";"5.3972365115090355";"3.55 Kilometry";"3.5471";"76";"";"";"";"";"";"";"2.20";""
"1663764849";"Wrocław Biegi";"";"Wt, kwi 4, 2017 9:54";"1491292462000";"Wt, kwi 4, 2017 10:50";"1491295824000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Biegi";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"120 Metry";"119.99";"";"";"";"";"05:15";"5.251223432973962";"148";"136";"00:37";"0.613195970549452";"534";"533.8876664073204";"00:56:13";"3372.648";"00:53:45";"3225.0";"05:15 Minuty na kilometr";"5.252652428526962";"10.24 Kilometry";"10.23571";"73";"120 Metry";"119.99";"12 Metry";"11.55";"14 Metry";"13.9";"2.80";"54.0"
"1663764781";"Siechnice Kolarstwo";"";"Wt, kwi 4, 2017 8:06";"1491286013000";"Wt, kwi 4, 2017 8:59";"1491289163000";"Garmin Forerunner 620 3.30.0.0";"Dowolny typ aktywności";"Kolarstwo";"Bez kategorii";"(GMT+01:00) Czas środkowoeuropejski";"124 Metry";"123.86";"";"";"";"";"19.3";"19.297427884615388";"";"";"30.6";"30.600000000000005";"477";"477.08602822898223";"00:52:30";"3150.049";"00:48:45";"2925.0";"19.1 Minuty na kilometr";"19.11599979400635";"15.68 Kilometry";"15.67916";"";"124 Metry";"123.86";"3 Metry";"2.64";"7 Metry";"7.05";"";""
